HIP|RAhms|DEdms|Vmag|RAICRS|DEICRS
 94490|19 13 55.16|+57 42 18.9| 5.00|288.47985288|+57.70525514
 94556|19 14 39.52|-45 11 36.4| 5.91|288.66467390|-45.19343079
 94620|19 15 17.34|+21 13 55.6| 5.65|288.82224652|+21.23209944
 94624|19 15 20.09|+15 05 01.2| 5.58|288.83370710|+15.08367864
 94630|19 15 24.84|+30 31 35.2| 5.88|288.85348310|+30.52644519
 94643|19 15 32.40|-25 15 23.8| 4.86|288.88498822|-25.25660677
 94648|19 15 33.29|+73 21 18.8| 4.45|288.88872380|+73.35521457
 94703|19 16 13.04|+21 23 25.6| 4.76|289.05433156|+21.39044277
 94712|19 16 21.74|-45 27 57.8| 5.38|289.09059981|-45.46606262
 94713|19 16 22.10|+38 08 01.4| 4.35|289.09206426|+38.13372778
 94720|19 16 26.78|+14 32 40.6| 5.65|289.11159428|+14.54461509
 94727|19 16 31.02|+04 50 05.4| 5.59|289.12926242|+04.83482079
 94779|19 17 06.11|+53 22 05.4| 3.80|289.27545794|+53.36816064
 94789|19 17 12.22|-66 39 39.7| 5.52|289.30091657|-66.66103756
 94820|19 17 38.09|-18 57 10.4| 4.88|289.40868994|-18.95288215
 94827|19 17 43.64|+23 01 32.0| 5.46|289.43181365|+23.02554904
 94834|19 17 49.00|+11 35 43.4| 5.28|289.45416014|+11.59539126
 94885|19 18 32.49|+01 05 06.3| 5.10|289.63537019|+01.08508548
 94982|19 19 39.35|+12 22 28.7| 5.53|289.91393971|+12.37463918
 94986|19 19 39.99|-35 25 17.1| 5.59|289.91662081|-35.42142487
 95038|19 20 16.00|+57 38 42.4| 5.91|290.06668355|+57.64511743
 95066|19 20 32.84|-05 24 57.1| 4.98|290.13682588|-05.41587489
 95073|19 20 35.68|-00 53 31.8| 5.46|290.14867994|-00.89216854
 95077|19 20 38.16|-22 24 09.4| 5.59|290.15898277|-22.40260314
 95081|19 20 40.07|+65 42 51.9| 4.60|290.16696656|+65.71443030
 95168|19 21 40.38|-17 50 50.1| 3.92|290.41823037|-17.84725155
 95176|19 21 43.62|-15 57 18.0| 4.52|290.43175842|-15.95500233
 95188|19 21 50.83|-18 18 29.4| 5.84|290.46180286|-18.30816237
 95222|19 22 21.51|-00 15 08.2| 5.81|290.58962436|-00.25227829
 95241|19 22 38.29|-44 27 32.1| 3.96|290.65952718|-44.45891013
 95260|19 22 50.88|+26 15 44.7| 5.22|290.71202082|+26.26242970
 95261|19 22 51.18|-54 25 25.4| 5.03|290.71325245|-54.42372882
 95294|19 23 13.06|-44 47 58.7| 4.27|290.80441920|-44.79964788
 95347|19 23 53.15|-40 36 56.3| 3.96|290.97146411|-40.61564629
 95352|19 23 56.49|+43 23 17.7| 5.85|290.98536934|+43.38823710
 95372|19 24 07.57|+29 37 16.7| 4.99|291.03154901|+29.62131120
 95447|19 24 57.77|+11 56 34.3| 5.17|291.24070960|+11.94285122
 95456|19 25 04.05|-29 18 33.2| 5.91|291.26687908|-29.30920884
 95477|19 25 16.45|-24 30 30.4| 5.02|291.31854426|-24.50844892
 95485|19 25 21.56|-13 53 50.2| 5.72|291.33984203|-13.89726417
 95498|19 25 28.54|+19 47 54.7| 5.14|291.36893140|+19.79853912
 95503|19 25 29.67|-23 57 44.7| 5.45|291.37363116|-23.96242415
 95501|19 25 29.75|+03 06 52.5| 3.36|291.37396941|+03.11457923
 95556|19 26 09.12|+36 19 04.3| 5.17|291.53801621|+36.31786478
 95557|19 26 11.03|-15 03 11.7| 5.71|291.54596470|-15.05325005
 95560|19 26 13.24|+20 05 52.2| 5.60|291.55518356|+20.09782036
 95564|19 26 19.13|-21 46 36.1| 5.57|291.57972363|-21.77668185
 95572|19 26 24.13|+13 01 25.2| 5.76|291.60052721|+13.02365808
 95582|19 26 28.69|+19 53 29.8| 5.84|291.61952782|+19.89161003
 95585|19 26 31.09|+00 20 18.9| 4.64|291.62954029|+00.33857566
 95619|19 26 56.47|-29 44 35.2| 5.66|291.73529268|-29.74310537
 95656|19 27 25.97|+52 19 13.8| 5.73|291.85821062|+52.32050263
 95690|19 27 48.12|-54 19 31.1| 5.70|291.95051131|-54.32529723
 95732|19 28 20.80|+02 55 48.2| 5.84|292.08665305|+02.93006720
 95771|19 28 42.41|+24 39 54.6| 4.44|292.17671261|+24.66516482
 95785|19 28 57.08|+24 46 07.3| 5.82|292.23782315|+24.76868131
 95793|19 29 00.99|+01 57 01.9| 5.79|292.25411887|+01.95052861
 95822|19 29 22.12|+14 35 45.9| 5.57|292.34218384|+14.59607671
 95823|19 29 23.77|-43 26 41.7| 5.70|292.34904557|-43.44491571
 95853|19 29 42.34|+51 43 46.1| 3.76|292.42641389|+51.72946747
 95865|19 29 52.17|-26 59 07.8| 5.46|292.46738503|-26.98551060
 95937|19 30 39.82|-02 47 19.9| 5.03|292.66593316|-02.78886135
 95947|19 30 43.29|+27 57 34.9| 3.05|292.68035529|+27.95969480
 95951|19 30 45.40|+27 57 55.0| 5.12|292.68915293|+27.96527890
 95999|19 31 10.94|-68 26 02.0| 5.98|292.79559581|-68.43388713
 96014|19 31 19.36|+50 18 23.7| 5.55|292.83066458|+50.30659451
 96016|19 31 21.61|+26 37 01.6| 5.89|292.84005924|+26.61710997
 96052|19 31 46.32|+34 27 10.7| 4.74|292.94300436|+34.45297707
 96100|19 32 20.59|+69 39 55.4| 4.67|293.08577692|+69.66540172
 96141|19 32 53.79|-53 11 08.2| 5.76|293.22412548|-53.18560103
 96178|19 33 21.63|-45 16 18.1| 5.59|293.34014279|-45.27168903
 96229|19 34 05.23|+07 22 45.5| 4.45|293.52178228|+07.37931918
 96234|19 34 08.48|-40 02 04.7| 5.89|293.53534254|-40.03463308
 96258|19 34 19.76|+51 14 13.5| 5.71|293.58233594|+51.23707706
 96275|19 34 34.89|+19 46 24.2| 5.00|293.64536654|+19.77339742
 96288|19 34 41.26|+42 24 45.3| 5.34|293.67190527|+42.41258465
 96302|19 34 50.92|+29 27 46.5| 5.39|293.71216081|+29.46291111
 96327|19 35 07.25|-10 33 37.6| 5.12|293.78022188|-10.56043644
 96341|19 35 12.99|-48 05 56.8| 4.88|293.80414074|-48.09911061
 96406|19 36 01.65|-24 43 08.5| 5.64|294.00687266|-24.71901737
 96441|19 36 26.54|+50 13 13.7| 4.49|294.11059344|+50.22046347
 96459|19 36 38.05|+44 41 42.7| 5.17|294.15856119|+44.69518822
 96465|19 36 42.39|-24 53 00.8| 4.59|294.17662107|-24.88356664
 96468|19 36 43.28|-01 17 11.6| 4.36|294.18031892|-01.28655047
 96481|19 36 52.45|+11 16 23.5| 5.98|294.21852927|+11.27319815
 96483|19 36 53.45|-07 01 38.9| 4.93|294.22270240|-07.02747069
 96496|19 37 03.33|-18 13 51.7| 5.66|294.26389422|-18.23101861
 96516|19 37 17.38|+16 27 46.0| 5.67|294.32243004|+16.46276921
 96536|19 37 34.48|-14 18 05.2| 5.46|294.39365282|-14.30144432
 96556|19 37 47.26|-04 38 51.0| 5.45|294.44690167|-04.64750966
 96620|19 38 41.15|+54 58 24.2| 5.89|294.67144862|+54.97339500
 96665|19 39 11.64|+05 23 52.0| 5.18|294.79850093|+05.39778241
 96683|19 39 22.60|+30 09 11.6| 4.68|294.84418456|+30.15323350
 96693|19 39 26.47|+42 49 05.6| 5.41|294.86027686|+42.81821158
 96757|19 40 05.78|+18 00 50.2| 4.39|295.02409394|+18.01393839
 96760|19 40 07.15|-23 25 44.6| 5.97|295.02977888|-23.42905463
 96807|19 40 43.31|-00 37 16.7| 5.64|295.18047034|-00.62129280
 96808|19 40 43.34|-16 17 35.3| 5.30|295.18058838|-16.29314555
 96825|19 40 50.11|+45 31 28.7| 5.06|295.20880618|+45.52464940
 96837|19 41 02.93|+17 28 34.0| 4.39|295.26222378|+17.47612356
 96840|19 41 05.53|+13 48 56.5| 5.98|295.27303453|+13.81570826
 96895|19 41 49.09|+50 31 31.6| 5.99|295.45453769|+50.52544635
 96950|19 42 31.09|-16 07 26.3| 5.06|295.62955250|-16.12397392
 96957|19 42 34.01|+11 49 35.8| 5.28|295.64169697|+11.82660840
 96977|19 42 44.60|+32 25 36.3| 5.93|295.68585235|+32.42674436
 97063|19 43 33.45|-15 28 10.8| 5.49|295.88936752|-15.46965541
 97077|19 43 42.92|+25 46 18.7| 5.50|295.92882357|+25.77187257
 97081|19 43 45.08|+41 46 23.1| 5.86|295.93784116|+41.77308397
 97118|19 44 16.55|+37 21 15.4| 4.89|296.06896508|+37.35426967
 97122|19 44 18.40|+69 20 13.6| 5.90|296.07667340|+69.33711857
 97165|19 44 58.44|+45 07 50.5| 2.86|296.24350878|+45.13069195
 97229|19 45 39.92|+07 36 47.4| 5.89|296.41631572|+07.61315784
 97260|19 46 01.22|-31 54 30.7| 5.51|296.50506632|-31.90853854
 97278|19 46 15.57|+10 36 47.8| 2.72|296.56487567|+10.61326869
 97290|19 46 21.82|-19 45 39.2| 4.87|296.59091351|-19.76089482
 97295|19 46 25.58|+33 43 43.3| 5.00|296.60659960|+33.72868813
 97365|19 47 23.27|+18 32 03.3| 3.68|296.84693842|+18.53425912
 97376|19 47 27.78|+38 24 27.4| 5.83|296.86573441|+38.40761671
 97421|19 48 01.10|-56 21 44.2| 5.33|297.00459018|-56.36227755
 97433|19 48 10.21|+70 16 04.2| 3.84|297.04255658|+70.26783533
 97473|19 48 42.05|+11 48 57.3| 5.75|297.17520021|+11.81592014
 97496|19 48 58.65|+19 08 31.1| 5.01|297.24437005|+19.14197806
 97534|19 49 25.29|-72 30 12.3| 5.39|297.35538694|-72.50341408
 97598|19 50 14.05|-47 33 26.5| 5.91|297.55855107|-47.55736033
 97630|19 50 33.99|+38 43 19.8| 5.18|297.64161019|+38.72216211
 97634|19 50 37.33|+40 35 59.2| 5.68|297.65553824|+40.59977800
 97635|19 50 37.73|+52 59 17.4| 5.03|297.65722388|+52.98816657
 97646|19 50 44.78|-59 11 37.1| 5.41|297.68657002|-59.19363715
 97649|19 50 46.68|+08 52 02.6| 0.76|297.69450860|+08.86738491
 97650|19 50 46.80|-10 45 48.9| 5.38|297.69501255|-10.76358902
 97675|19 51 01.50|+10 24 57.8| 5.12|297.75625098|+10.41605390
 97679|19 51 04.09|+22 36 36.3| 4.90|297.76705681|+22.61008676
 97749|19 51 50.59|-39 52 27.6| 5.32|297.96079231|-39.87433805
 97757|19 51 59.07|+47 01 38.5| 5.60|297.99613200|+47.02734867
 97765|19 52 01.59|+24 59 31.8| 5.54|298.00664208|+24.99217156
 97774|19 52 07.17|+47 55 54.5| 5.91|298.02988134|+47.93181856
 97783|19 52 12.01|-19 02 41.5| 5.88|298.05002110|-19.04486185
 97804|19 52 28.36|+01 00 20.4| 3.87|298.11818257|+01.00567827
 97816|19 52 37.70|-54 58 15.7| 5.76|298.15709206|-54.97103652
 97870|19 53 17.37|+57 31 24.5| 5.14|298.32237872|+57.52346329
 97871|19 53 18.72|-03 06 52.2| 5.63|298.32801307|-03.11449682
 97886|19 53 27.68|+24 04 46.3| 4.57|298.36533677|+24.07952568
 97928|19 54 08.27|-08 34 27.0| 5.76|298.53446904|-08.57416489
 97938|19 54 14.82|+08 27 41.9| 4.71|298.56175736|+08.46165027
 97961|19 54 31.06|+24 19 09.8| 5.56|298.62942212|+24.31939041
 97966|19 54 37.65|-08 13 38.0| 5.70|298.65686507|-08.22722614
 97980|19 54 44.77|+00 16 25.2| 5.60|298.68655124|+00.27365959
 97985|19 54 48.24|+36 59 44.4| 5.79|298.70101118|+36.99565531
 98032|19 55 15.68|-41 52 06.3| 4.12|298.81532954|-41.86841350
 98036|19 55 18.77|+06 24 28.6| 3.71|298.82819233|+06.40793334
 98055|19 55 37.82|+52 26 20.5| 4.91|298.90759282|+52.43902327
 98066|19 55 50.23|-26 17 58.9| 4.70|298.95927101|-26.29968718
 98068|19 55 51.76|+38 29 12.1| 4.95|298.96567172|+38.48670392
 98073|19 55 55.39|+58 50 45.7| 4.98|298.98078459|+58.84601982
 98085|19 56 01.26|+16 38 05.3| 5.71|299.00526400|+16.63481590
 98103|19 56 14.23|+11 25 25.4| 5.28|299.05930285|+11.42370978
 98110|19 56 18.40|+35 05 00.6| 3.89|299.07665069|+35.08349079
 98162|19 56 56.82|-27 10 11.5| 4.54|299.23677038|-27.16986250
 98174|19 57 06.28|-58 54 04.7| 5.24|299.27618092|-58.90131541
 98194|19 57 13.86|+40 22 04.2| 5.46|299.30776056|+40.36782505
 98234|19 57 45.44|+16 47 20.8| 5.54|299.43932749|+16.78911537
 98258|19 57 57.02|-15 29 28.5| 5.01|299.48758471|-15.49126255
 98325|19 58 37.96|+30 59 01.2| 5.51|299.65816165|+30.98367174
 98332|19 58 41.18|-69 09 49.4| 5.74|299.67157464|-69.16371251
 98337|19 58 45.39|+19 29 31.5| 3.51|299.68911516|+19.49209287
 98353|19 58 57.18|-26 11 45.0| 4.84|299.73823470|-26.19582739
 98375|19 59 10.58|+23 06 04.6| 5.68|299.79409487|+23.10127381
 98383|19 59 20.42|+45 46 21.3| 5.92|299.83506255|+45.77258164
 98412|19 59 44.17|-35 16 34.5| 4.37|299.93405965|-35.27624433
 98416|19 59 47.49|-09 57 26.2| 5.87|299.94787255|-09.95728408
 98421|19 59 51.28|-34 41 51.5| 5.30|299.96366659|-34.69763103
 98425|19 59 55.20|+37 02 34.4| 5.15|299.97997979|+37.04288602
 98438|20 00 03.31|+17 30 59.5| 5.33|300.01378061|+17.51654077
 98461|20 00 15.92|-37 42 06.2| 5.95|300.06632739|-37.70171669
 98470|20 00 20.16|-33 42 09.9| 5.65|300.08399517|-33.70274870
 98478|20 00 23.11|-66 56 56.0| 5.75|300.09627712|-66.94888773
 98495|20 00 35.39|-72 54 36.7| 3.97|300.14747226|-72.91018443
 98512|20 00 48.32|-45 06 46.6| 5.80|300.20134846|-45.11293250
 98526|20 00 58.97|+08 33 28.0| 5.90|300.24571281|+08.55776880
 98543|20 01 06.01|+27 45 12.8| 4.66|300.27504217|+27.75356392
 98571|20 01 21.55|+50 06 16.8| 5.06|300.33978531|+50.10467998
 98583|20 01 28.53|+64 49 15.6| 5.22|300.36888221|+64.82100457
 98609|20 01 44.71|+24 48 01.5| 5.88|300.43627799|+24.80042535
 98608|20 01 44.72|-59 22 33.0| 4.95|300.43634274|-59.37582804
 98624|20 01 52.40|-66 56 37.7| 5.32|300.46835033|-66.94379223
 98633|20 01 58.58|-13 38 14.1| 5.69|300.49407171|-13.63724241
 98636|20 02 01.37|+24 56 16.3| 5.23|300.50572521|+24.93787365
 98688|20 02 39.46|-27 42 35.6| 4.43|300.66441367|-27.70987972
 98702|20 02 49.05|+67 52 24.4| 4.51|300.70436340|+67.87344872
 98738|20 03 16.39|+18 30 03.7| 5.99|300.81830316|+18.50104063
 98754|20 03 30.01|+16 01 52.6| 5.73|300.87505300|+16.03127337
 98761|20 03 33.41|-37 56 25.8| 4.77|300.88921406|-37.94049103
 98767|20 03 36.95|+29 53 53.1| 5.73|300.90394052|+29.89807932
 98819|20 04 06.47|+17 04 16.2| 5.80|301.02693796|+17.07116105
 98823|20 04 08.31|+07 16 40.6| 5.51|301.03461172|+07.27793427
 98842|20 04 19.56|-32 03 22.6| 4.99|301.08151239|-32.05626941
 98844|20 04 23.15|-00 42 32.5| 5.67|301.09647111|-00.70902114
 98863|20 04 36.18|+32 13 07.0| 5.62|301.15073631|+32.21862467
 98920|20 05 09.47|+19 59 27.2| 5.09|301.28947757|+19.99087704
 98962|20 05 32.73|+61 59 42.9| 5.40|301.38635475|+61.99524822
 99026|20 06 13.64|+53 09 54.2| 5.81|301.55682854|+53.16506746
 99031|20 06 21.93|+35 58 24.7| 5.38|301.59137234|+35.97353894
 99080|20 06 53.40|+23 36 51.9| 5.08|301.72249122|+23.61442409
 99120|20 07 23.17|-52 52 50.9| 4.93|301.84653576|-52.88080972
 99171|20 08 01.75|-00 40 40.9| 5.97|302.00731244|-00.67802026
 99240|20 08 41.86|-66 10 45.6| 3.55|302.17441713|-66.17932101
 99255|20 08 53.32|+77 42 40.9| 4.38|302.22215174|+77.71136178
 99303|20 09 25.62|+36 50 22.5| 4.93|302.35673642|+36.83959003
 99404|20 10 33.52|+26 54 14.9| 5.51|302.63968695|+26.90413736
 99461|20 11 11.61|-36 05 50.6| 5.32|302.79836763|-36.09738423
 99473|20 11 18.26|-00 49 17.3| 3.24|302.82610327|-00.82147569
 99500|20 11 34.74|+62 04 42.1| 5.70|302.89476753|+62.07834754
 99518|20 11 47.97|+26 48 32.5| 5.51|302.94989008|+26.80901561
 99531|20 12 00.70|+26 28 43.8| 5.91|303.00291076|+26.47883104
 99572|20 12 25.76|-12 37 01.3| 5.84|303.10731366|-12.61702214
 99631|20 13 13.87|-01 00 33.4| 5.44|303.30778095|-01.00926621
 99639|20 13 18.04|+46 48 56.4| 4.80|303.32517496|+46.81567038
 99655|20 13 23.80|+56 34 03.1| 4.28|303.34917142|+56.56752223
 99663|20 13 27.57|+60 38 25.6| 5.81|303.36487180|+60.64043320
 99675|20 13 37.90|+46 44 28.8| 3.80|303.40792782|+46.74132417
 99738|20 14 14.52|+28 41 41.5| 5.19|303.56050449|+28.69486353
 99742|20 14 16.59|+15 11 50.9| 4.94|303.56910667|+15.19746767
 99747|20 14 19.01|-52 26 44.3| 5.65|303.57919847|-52.44564171
 99770|20 14 31.98|+36 48 22.1| 4.93|303.63326032|+36.80613540
 99824|20 15 15.89|+25 35 31.1| 4.79|303.81621226|+25.59196924
 99825|20 15 16.58|-27 01 57.1| 5.73|303.81907470|-27.03253576
 99841|20 15 23.79|+33 43 45.7| 5.70|303.84913091|+33.72937020
 99848|20 15 28.32|+47 42 51.1| 3.96|303.86799270|+47.71420530
 99853|20 15 30.24|+23 30 32.1| 5.18|303.87598846|+23.50892242
 99874|20 15 46.16|+27 48 51.2| 4.50|303.94232258|+27.81422850
 99889|20 16 00.61|+45 34 46.8| 5.87|304.00252971|+45.57965867
 99951|20 16 47.08|+24 40 16.1| 5.30|304.19615246|+24.67114227
 99968|20 16 55.28|+40 21 54.3| 5.27|304.23034999|+40.36507960
100017|20 17 30.63|+66 51 10.7| 5.91|304.37763542|+66.85296587
100027|20 17 38.86|-12 30 29.6| 4.30|304.41190045|-12.50821403
100044|20 17 47.20|+38 01 58.6| 4.77|304.44668519|+38.03294710
100062|20 18 01.38|-21 48 35.6| 5.86|304.50573017|-21.80990013
100064|20 18 03.22|-12 32 41.5| 3.58|304.51341030|-12.54485877
100069|20 18 06.99|+40 43 55.6| 5.83|304.52912505|+40.73209817
100097|20 18 24.76|+55 23 49.8| 5.76|304.60315860|+55.39717050
100108|20 18 28.63|+36 59 59.1| 5.58|304.61927485|+36.99975390
100122|20 18 39.07|+34 58 58.0| 5.14|304.66279104|+34.98278431
100195|20 19 23.60|-19 07 06.6| 5.28|304.84833016|-19.11850680
100221|20 19 36.70|+62 15 26.7| 5.71|304.90290698|+62.25741351
100256|20 20 00.19|+13 32 53.2| 5.96|305.00079670|+13.54810109
100261|20 20 05.98|+68 52 48.9| 5.59|305.02493212|+68.88025320
100276|20 20 21.40|+17 47 34.8| 5.82|305.08915240|+17.79300261
100310|20 20 39.81|-12 45 32.6| 4.77|305.16586145|-12.75904403
100345|20 21 00.65|-14 46 53.0| 3.05|305.25269347|-14.78140119
100357|20 21 11.52|+63 58 48.3| 5.69|305.29798654|+63.98008727
100435|20 22 03.43|+24 26 46.0| 5.50|305.51428968|+24.44611603
100437|20 22 05.35|+45 47 41.6| 5.58|305.52227775|+45.79489737
100453|20 22 13.70|+40 15 24.1| 2.23|305.55708346|+40.25668150
100469|20 22 27.48|-42 02 57.7| 5.60|305.61449749|-42.04934895
100501|20 22 45.29|+41 01 34.1| 5.95|305.68872891|+41.02613288
100541|20 23 10.71|+05 20 35.1| 5.30|305.79462251|+05.34307747
100574|20 23 44.37|+37 28 35.2| 5.87|305.93485540|+37.47644822
100587|20 23 51.60|+32 11 24.7| 4.43|305.96498335|+32.19018607
100591|20 23 53.19|-42 25 22.5| 5.64|305.97161225|-42.42290463
100738|20 25 26.82|-28 39 47.8| 5.86|306.36175161|-28.66327932
100751|20 25 38.85|-56 44 05.6| 1.94|306.41187347|-56.73488071
100754|20 25 40.52|+21 24 34.8| 5.68|306.41884950|+21.40966274
100859|20 27 02.21|+49 22 59.6| 5.73|306.75919090|+49.38322449
100881|20 27 19.20|-18 12 42.1| 5.08|306.83001454|-18.21169433
100907|20 27 34.27|+38 26 25.9| 5.63|306.89281213|+38.44052275
100965|20 28 14.45|+81 25 21.6| 5.38|307.06022697|+81.42266925
101027|20 28 51.62|-17 48 49.2| 4.77|307.21509857|-17.81366828
101067|20 29 20.39|+36 27 17.0| 5.90|307.33495238|+36.45473284
101076|20 29 23.73|+30 22 06.8| 4.01|307.34887900|+30.36855661
101084|20 29 27.11|+56 04 05.4| 5.89|307.36294172|+56.06817898
101082|20 29 27.31|+81 05 26.7| 5.96|307.36380725|+81.09073843
101093|20 29 34.83|+62 59 38.9| 4.21|307.39511383|+62.99413722
101101|20 29 38.96|-02 53 07.7| 4.91|307.41232775|-02.88547630
101123|20 29 53.89|-18 34 58.7| 5.94|307.47454931|-18.58298474
101138|20 30 03.53|+48 57 05.6| 4.94|307.51471567|+48.95155039
101243|20 31 18.81|+49 13 13.3| 5.44|307.82836858|+49.22037330
101260|20 31 30.40|+74 57 16.8| 5.18|307.87666197|+74.95465942
101345|20 32 23.51|-09 51 13.1| 5.66|308.09797300|-09.85364143
101421|20 33 12.76|+11 18 12.0| 4.03|308.30318657|+11.30333217
101427|20 33 17.61|-80 57 53.4| 5.76|308.32338660|-80.96482633
101474|20 33 54.19|+35 15 03.1| 4.61|308.47578431|+35.25086482
101475|20 33 54.84|+46 41 37.9| 5.78|308.47848189|+46.69386159
101477|20 33 55.06|-44 30 57.5| 5.12|308.47942959|-44.51596141
101483|20 33 57.00|+13 01 37.9| 5.39|308.48748693|+13.02720146
101589|20 35 18.51|+14 40 27.1| 4.64|308.82711738|+14.67418482
101612|20 35 34.77|-60 34 52.7| 4.75|308.89486744|-60.58129819
101692|20 36 43.63|-02 32 59.7| 4.91|309.18177937|-02.54991814
101716|20 37 04.66|+26 27 43.1| 5.59|309.26942755|+26.46197499
101769|20 37 32.87|+14 35 42.7| 3.64|309.38695734|+14.59520289
101772|20 37 33.99|-47 17 30.0| 3.11|309.39162365|-47.29166239
101773|20 37 35.24|-61 31 47.1| 4.86|309.39683225|-61.52974415
101800|20 37 49.10|+11 22 39.7| 5.42|309.45456696|+11.37769664
101843|20 38 18.60|-81 17 20.3| 5.89|309.57752070|-81.28897011
101847|20 38 20.27|-01 06 18.3| 4.31|309.58447294|-01.10507951
101867|20 38 31.29|+21 12 04.2| 4.81|309.63038481|+21.20117964
101868|20 38 31.91|+24 06 57.5| 5.06|309.63295107|+24.11597742
101870|20 38 34.99|+23 40 49.8| 5.91|309.64578512|+23.68050731
101882|20 38 43.98|+13 18 54.5| 5.69|309.68326968|+13.31512567
101899|20 38 59.54|+30 20 03.9| 5.68|309.74806489|+30.33442469
101909|20 39 04.97|+15 50 17.6| 5.99|309.77070250|+15.83823558
101916|20 39 07.59|+10 05 10.1| 5.07|309.78163540|+10.08615196
101923|20 39 16.32|-14 57 17.0| 5.24|309.81798449|-14.95471233
101936|20 39 24.83|+00 29 11.4| 5.15|309.85346440|+00.48649190
101958|20 39 38.25|+15 54 43.4| 3.77|309.90939395|+15.91205270
101983|20 40 02.27|-60 32 51.0| 5.11|310.00944347|-60.54750937
101984|20 40 02.96|-18 08 19.0| 5.15|310.01232708|-18.13860630
101986|20 40 03.22|+43 27 32.5| 5.97|310.01339893|+43.45901630
102014|20 40 19.81|-33 25 54.9| 5.47|310.08255226|-33.43193038
102026|20 40 32.56|-16 07 27.7| 5.79|310.13566467|-16.12435941
102066|20 41 02.54|+32 18 26.3| 5.53|310.26058373|+32.30731586
102092|20 41 23.58|-31 35 53.3| 5.75|310.34826007|-31.59814237
102098|20 41 25.91|+45 16 49.2| 1.25|310.35797270|+45.28033423
102155|20 41 56.50|+41 43 00.7| 5.68|310.48540748|+41.71687197
102157|20 41 57.06|-66 45 38.3| 5.14|310.48776281|-66.76062542
102162|20 42 02.52|-76 10 50.0| 5.99|310.51050472|-76.18056892
102177|20 42 12.63|+50 20 24.1| 5.41|310.55261149|+50.34002067
102208|20 42 35.10|+82 31 52.0| 5.75|310.64624921|+82.53110584
102253|20 43 10.98|+66 39 26.5| 5.59|310.79576497|+66.65736293
102281|20 43 27.55|+15 04 28.9| 4.43|310.86477381|+15.07468224
102333|20 44 02.19|-51 55 15.0| 4.51|311.00911122|-51.92084051
102358|20 44 22.04|+56 29 18.3| 5.91|311.09183699|+56.48840856
102388|20 44 52.52|+25 16 15.8| 4.92|311.21884679|+25.27104823
102395|20 44 57.56|-66 12 11.7| 3.42|311.23981530|-66.20323826
102422|20 45 17.27|+61 50 12.5| 3.41|311.32195263|+61.83679404
102431|20 45 21.20|+57 34 49.1| 4.52|311.33831928|+57.58029799
102453|20 45 39.76|+30 43 10.8| 4.22|311.41566302|+30.71965680
102485|20 46 05.77|-25 16 13.9| 4.13|311.52402547|-25.27051682
102487|20 46 09.97|-21 30 50.4| 5.91|311.54155712|-21.51399111
102488|20 46 12.43|+33 58 10.0| 2.48|311.55180091|+33.96945334
102497|20 46 20.03|-39 11 57.1| 5.48|311.58346515|-39.19918925
102531|20 46 38.87|+16 07 28.6| 5.15|311.66194885|+16.12462394
102532|20 46 39.52|+16 07 29.2| 4.27|311.66465833|+16.12477326
102571|20 47 10.72|+34 22 26.8| 4.93|311.79468503|+34.37410329
102589|20 47 24.53|+36 29 26.7| 4.53|311.85219564|+36.49073658
102599|20 47 33.56|+80 33 08.5| 5.36|311.88981878|+80.55235152
102618|20 47 40.53|-09 29 44.5| 3.78|311.91888574|-09.49568988
102624|20 47 44.24|-05 01 39.4| 4.43|311.93432462|-05.02760303
102633|20 47 48.33|+06 00 29.7| 5.57|311.95136711|+06.00824104
102635|20 47 49.29|+47 49 54.9| 5.60|311.95539218|+47.83191224
102693|20 48 29.00|-43 59 17.8| 5.11|312.12083153|-43.98827127
102724|20 48 56.29|+46 06 50.9| 4.81|312.23455583|+46.11414081
102772|20 49 17.61|-25 46 52.3| 5.86|312.32335608|-25.78119469
102773|20 49 18.28|-68 46 35.0| 5.41|312.32614627|-68.77640032
102790|20 49 28.93|-46 13 36.8| 4.90|312.37053840|-46.22689249
102831|20 49 58.08|-33 46 46.8| 4.89|312.49199793|-33.77967320
102843|20 50 04.83|+44 03 32.3| 5.06|312.52013154|+44.05898220
102891|20 50 41.70|-12 32 41.0| 5.87|312.67375681|-12.54472977
102916|20 51 00.76|-37 54 47.8| 5.52|312.75317995|-37.91328991
102945|20 51 25.69|-05 37 35.9| 5.99|312.85705076|-05.62663580
102949|20 51 28.24|+28 15 01.9| 5.66|312.86764739|+28.25051868
102950|20 51 30.05|-51 36 29.4| 5.06|312.87520805|-51.60816692
102962|20 51 38.40|-62 25 45.2| 5.67|312.91001311|-62.42921513
102978|20 51 49.30|-26 55 08.9| 4.12|312.95540084|-26.91912642
103004|20 52 07.73|+27 05 49.7| 4.56|313.03218980|+27.09712771
103005|20 52 08.69|-05 30 25.4| 5.55|313.03622144|-05.50704421
103045|20 52 39.21|-08 58 59.7| 4.73|313.16335749|-08.98323782
103089|20 53 14.75|+44 23 14.2| 4.80|313.31143866|+44.38726652
103094|20 53 18.56|+45 10 54.1| 5.48|313.32732775|+45.18168341
103127|20 53 40.15|-39 48 34.7| 5.34|313.41730078|-39.80962825
103145|20 53 53.91|+33 26 16.1| 5.47|313.47461043|+33.43780855
103200|20 54 33.64|+28 03 27.5| 5.03|313.64015502|+28.05763154
